pcd,lat,long
SE240AA,51.464,-0.09315
SE240AB,51.462006,-0.094932
SE240AD,51.460936,-0.096056
SE240AE,51.460078,-0.0953
SE240AF,51.460397,-0.096654
SE240AG,51.461515,-0.097356
SE240AH,51.461908,-0.097732
SE240AJ,51.46192,-0.098491
SE240AL,51.461565,-0.098232
SE240AN,51.463191,-0.098712
SE240AP,51.462138,-0.098655
SE240AQ,51.460808,-0.097602
SE240AR,51.464483,-0.099651
SE240AS,51.464241,-0.100168
SE240AT,51.455914,-0.104153
SE240AU,51.465549,-0.100485
SE240AW,51.46245,-0.099016
SE240AX,51.464594,-0.099273
SE240AY,51.462473,-0.097662
SE240AZ,51.465784,-0.101123
SE240BA,51.463847,-0.092566
SE240BB,51.459543,-0.095552
SE240BD,51.456821,-0.102935
SE240BE,51.457844,-0.101727
SE240BF,51.455545,-0.105193
SE240BG,51.45968,-0.099549
SE240BH,51.459213,-0.101252
SE240BJ,51.460033,-0.101362
SE240BL,51.462491,-0.100425
SE240BN,51.461436,-0.099692
SE240BP,51.462822,-0.100325
SE240BQ,51.460402,-0.099735
SE240BS,51.461219,-0.09852
SE240BT,51.461114,-0.097632
SE240BU,51.459796,-0.096737
SE240BW,51.461473,-0.099201
SE240BX,51.459233,-0.096415
SE240BY,51.458135,-0.100793
SE240BZ,51.459519,-0.099066
SE240DA,51.456831,-0.102362
SE240DB,51.453534,-0.101517
SE240DD,51.454167,-0.101724
SE240DE,51.453534,-0.101517
SE240DF,51.45278,-0.102674
SE240DH,51.458145,-0.099166
SE240DJ,51.458533,-0.099251
SE240DL,51.458718,-0.096839
SE240DN,51.458151,-0.105111
SE240DP,51.458445,-0.102738
SE240DQ,51.458175,-0.098287
SE240DR,51.464909,-0.1026
SE240DS,51.456282,-0.101863
SE240DT,51.45586,-0.10191
SE240DU,51.455522,-0.102099
SE240DX,51.456143,-0.102186
SE240DY,51.456781,-0.099885
SE240DZ,51.456774,-0.100058
SE240EA,51.456706,-0.098636
SE240EB,51.456525,-0.101335
SE240ED,51.456663,-0.100941
SE240EE,51.454033,-0.104576
SE240EF,51.454033,-0.104576
SE240EG,51.453437,-0.103881
SE240EH,51.453541,-0.104726
SE240EJ,51.453756,-0.105797
SE240EL,51.454768,-0.105568
SE240EN,51.454701,-0.104764
SE240EP,51.45857,-0.102661
SE240EQ,51.453541,-0.104726
SE240ER,51.458436,-0.102738
SE240ES,51.454102,-0.101608
SE240ET,51.454102,-0.101608
SE240EU,51.453073,-0.101378
SE240EW,51.454125,-0.103047
SE240EX,51.453082,-0.101377
SE240EY,51.454266,-0.101745
SE240EZ,51.453427,-0.102126
SE240GF,51.458922,-0.102186
SE240GG,51.458863,-0.101871
SE240HA,51.45442,-0.102372
SE240HB,51.454764,-0.101969
SE240HD,51.455574,-0.100367
SE240HE,51.456133,-0.103237
SE240HF,51.46404,-0.101729
SE240HG,51.458974,-0.102601
SE240HH,51.463737,-0.101338
SE240HJ,51.465201,-0.102259
SE240HL,51.460905,-0.101916
SE240HN,51.464824,-0.101221
SE240HP,51.457593,-0.103421
SE240HQ,51.464171,-0.100931
SE240HR,51.463858,-0.1004
SE240HS,51.463938,-0.099876
SE240HT,51.46328,-0.099745
SE240HU,51.463205,-0.100136
SE240HW,51.464692,-0.100319
SE240HX,51.462942,-0.101083
SE240HY,51.462284,-0.100981
SE240HZ,51.461632,-0.100144
SE240JA,51.464795,-0.101683
SE240JB,51.459575,-0.101943
SE240JD,51.458867,-0.102116
SE240JE,51.457851,-0.102691
SE240JF,51.462634,-0.101513
SE240JG,51.452328,-0.103121
SE240JH,51.452328,-0.103121
SE240JJ,51.452328,-0.103121
SE240JL,51.452328,-0.103121
SE240JN,51.452895,-0.102021
SE240JP,51.453365,-0.102747
SE240JQ,51.452328,-0.103121
SE240JR,51.452802,-0.102425
SE240JS,51.452958,-0.102634
SE240JT,51.452958,-0.102634
SE240JU,51.461458,-0.10162
SE240JW,51.453224,-0.102379
SE240JX,51.455332,-0.104853
SE240JY,51.456617,-0.106401
SE240JZ,51.455925,-0.106455
SE240LA,51.455828,-0.10711
SE240LB,51.454968,-0.107359
SE240LD,51.457745,-0.108298
SE240LF,51.458461,-0.109287
SE240LG,51.457785,-0.1092
SE240LH,51.458769,-0.109951
SE240LL,51.459656,-0.111454
SE240LN,51.459605,-0.109945
SE240LP,51.459297,-0.109267
SE240LQ,51.458758,-0.111492
SE240LR,51.458232,-0.108433
SE240LS,51.473914,-0.096725
SE240LT,51.457299,-0.106902
SE240LU,51.456277,-0.105462
SE240LW,51.460344,-0.110059
SE240LX,51.455304,-0.104236
SE240LY,51.453734,-0.103322
SE240NA,51.452351,-0.10456
SE240ND,51.45857,-0.102661
SE240NF,51.452351,-0.10456
SE240NG,51.452779,-0.103163
SE240NH,51.453273,-0.105961
SE240NJ,51.454243,-0.107561
SE240NL,51.454665,-0.106997
SE240NN,51.455047,-0.106679
SE240NP,51.455011,-0.106105
SE240NQ,51.453254,-0.103659
SE240NR,51.455997,-0.107604
SE240NS,51.456112,-0.108045
SE240NT,51.455202,-0.109609
SE240NU,51.456326,-0.108497
SE240NW,51.455596,-0.106152
SE240NX,51.457635,-0.107104
SE240NY,51.456832,-0.108606
SE240NZ,51.457106,-0.10835
SE240PA,51.454375,-0.109067
SE240PB,51.454144,-0.108659
SE240PD,51.453534,-0.101517
SE240PH,51.456692,-0.105546
SE240PJ,51.458369,-0.10801
SE240PL,51.458981,-0.109165
SE240PN,51.459633,-0.110016
SE240PP,51.453534,-0.101517
SE240PQ,51.456428,-0.104751
SE240PR,51.458535,-0.107715
SE240PS,51.457539,-0.106201
SE240PT,51.456802,-0.105642
SE240PU,51.457766,-0.105775
SE240PW,51.460555,-0.111417
SE240PX,51.457674,-0.105073
SE240PY,51.458697,-0.104383
SE240PZ,51.459785,-0.104367
SE240QA,51.460439,-0.104224
SE240QB,51.460439,-0.104224
SE240QD,51.461726,-0.103192
SE240QE,51.463112,-0.102674
SE240QF,51.46408,-0.102533
SE240QG,51.46408,-0.102533
SE240QH,51.463356,-0.102808
SE240QJ,51.453534,-0.101517
SE240QL,51.461365,-0.103613
SE240QN,51.460833,-0.10356
SE240QP,51.458375,-0.103964
SE240QQ,51.464451,-0.102647
SE240QR,51.458688,-0.103822
SE240QS,51.459501,-0.103486
SE240QT,51.460314,-0.103208
SE240QW,51.464629,-0.102525
SE240QX,51.461127,-0.102872
SE240QY,51.461968,-0.102592
SE240QZ,51.462388,-0.102402
SE240UW,51.453534,-0.101517
SE240UX,51.473776,-0.096544
SE240UY,51.473776,-0.096544
SE240UZ,51.462388,-0.102402
SE240WA,51.453534,-0.101517
SE240WB,51.453534,-0.101517
SE240WD,51.453534,-0.101517
SE240WE,51.473914,-0.096725
SE240WF,51.453534,-0.101517
SE240WG,51.473914,-0.096725
SE240WH,51.453534,-0.101517
SE240WJ,51.453534,-0.101517
SE240WL,51.453534,-0.101517
SE240WN,51.453534,-0.101517
SE240WP,51.453534,-0.101517
SE240WQ,51.453534,-0.101517
SE240WR,51.453534,-0.101517
SE240WS,51.473776,-0.096544
SE240WT,51.453534,-0.101517
SE240WU,51.453534,-0.101517
SE240WW,51.473776,-0.096544
SE240WX,51.453534,-0.101517
SE240WY,51.453534,-0.101517
SE240WZ,51.473776,-0.096544
SE240XA,51.473914,-0.096725
SE240XB,51.453534,-0.101517
SE240XD,51.453534,-0.101517
SE240XE,51.453534,-0.101517
SE240XF,51.453534,-0.101517
SE240XG,51.453534,-0.101517
SE240XH,51.453534,-0.101517
SE240XJ,51.453534,-0.101517
SE240XL,51.453534,-0.101517
SE240XN,51.453534,-0.101517
SE240XP,51.453534,-0.101517
SE240XQ,51.453534,-0.101517
SE240XR,51.453534,-0.101517
SE240XS,51.453534,-0.101517
SE240XT,51.473914,-0.096725
SE240XU,51.453534,-0.101517
SE240XW,51.473914,-0.096725
SE240XX,51.453534,-0.101517
SE240XY,51.453534,-0.101517
SE240XZ,51.453534,-0.101517
SE240YA,51.453534,-0.101517
SE240YB,51.473776,-0.096544
SE240YD,51.453534,-0.101517
SE240YE,51.453534,-0.101517
SE240YF,51.453534,-0.101517
SE240YG,51.473776,-0.096544
SE240YH,51.453534,-0.101517
SE240YJ,51.453534,-0.101517
SE240YL,51.453534,-0.101517
SE240YP,51.473914,-0.096725
SE240YQ,51.453534,-0.101517
SE240YR,51.453534,-0.101517
SE240YS,51.453534,-0.101517
SE240YT,51.453534,-0.101517
SE240YU,51.453534,-0.101517
SE240YW,51.453534,-0.101517
SE240YX,51.453534,-0.101517
SE240YY,51.453534,-0.101517
SE240YZ,51.453534,-0.101517
SE240ZA,51.453534,-0.101517
SE240ZB,51.453534,-0.101517
SE240ZD,51.453534,-0.101517
SE240ZE,51.458445,-0.102738
SE240ZF,51.45857,-0.102661
SE240ZG,51.458445,-0.102738
SE240ZH,51.458445,-0.102738
SE240ZJ,51.458445,-0.102738
SE240ZL,51.45857,-0.102661
SE240ZN,51.453534,-0.101517
SE240ZP,51.458445,-0.102738
SE240ZQ,51.45857,-0.102661
SE240ZR,51.453534,-0.101517
SE240ZS,51.45857,-0.102661
SE240ZT,51.453534,-0.101517
SE240ZU,51.453534,-0.101517
SE240ZW,51.453534,-0.101517
SE240ZX,51.464033,-0.104075
SE244AA,51.473914,-0.096725
SE244AD,51.473776,-0.096544
SE244AE,51.473776,-0.096544
SE244AF,51.473914,-0.096725
SE244AG,51.473776,-0.096544
SE244AJ,51.473776,-0.096544
SE244AL,51.473776,-0.096544
SE244AN,51.473776,-0.096544
SE244AP,51.473776,-0.096544
SE244AQ,51.473776,-0.096544
SE244AR,51.473776,-0.096544
SE244AS,51.473776,-0.096544
SE244AT,51.473776,-0.096544
SE244AU,51.473776,-0.096544
SE244AW,51.473914,-0.096725
SE244AX,51.473776,-0.096544
SE244AY,51.473776,-0.096544
SE244AZ,51.473914,-0.096725
SE244BA,51.473914,-0.096725
SE244BB,51.473776,-0.096544
SE244BD,51.473776,-0.096544
SE244BE,51.473776,-0.096544
SE244BF,51.473776,-0.096544
SE244BG,51.473914,-0.096725
SE244BH,51.473914,-0.096725
SE244BJ,51.473914,-0.096725
SE244BL,51.473914,-0.096725
SE244BN,51.473915,-0.096699
SE244BP,51.473915,-0.096699
SE244BQ,51.473915,-0.096699
SE244BR,51.473915,-0.096699
SE244BS,51.473915,-0.096699
SE244BT,51.473915,-0.096699
SE244BU,51.473915,-0.096699
SE244BW,51.473915,-0.096699
SE244BX,51.473915,-0.096699
SE244BY,51.473915,-0.096699
SE244BZ,51.473915,-0.096699
SE249AA,51.450613,-0.100489
SE249AB,51.451382,-0.100282
SE249AE,51.448786,-0.101541
SE249AF,51.447483,-0.10321
SE249AG,51.445612,-0.104882
SE249AH,51.441693,-0.105522
SE249AJ,51.450561,-0.1001
SE249AN,51.450225,-0.100474
SE249AP,51.442074,-0.105244
SE249AQ,51.44345,-0.104698
SE249AR,51.449608,-0.101795
SE249AW,51.450225,-0.100474
SE249AY,51.441847,-0.106218
SE249AZ,51.442515,-0.107442
SE249BA,51.442706,-0.107045
SE249BB,51.443317,-0.105351
SE249BD,51.443572,-0.106132
SE249BE,51.442951,-0.106604
SE249BF,51.444864,-0.10592
SE249BG,51.443809,-0.106801
SE249BH,51.445584,-0.105415
SE249BJ,51.446386,-0.106073
SE249BL,51.445914,-0.108582
SE249BN,51.449031,-0.106082
SE249BP,51.440692,-0.106481
SE249BQ,51.444089,-0.106919
SE249BS,51.440692,-0.106481
SE249BW,51.445087,-0.10581
SE249BX,51.440692,-0.106481
SE249BY,51.450973,-0.099997
SE249DA,51.450144,-0.09934
SE249DB,51.449474,-0.099598
SE249DD,51.448686,-0.100394
SE249DE,51.448884,-0.1004
SE249DF,51.448307,-0.100309
SE249DG,51.448865,-0.098631
SE249DH,51.448207,-0.099665
SE249DJ,51.446889,-0.100468
SE249DL,51.447699,-0.100507
SE249DN,51.446818,-0.100514
SE249DP,51.446583,-0.102122
SE249DQ,51.448022,-0.099328
SE249DR,51.446059,-0.101409
SE249DS,51.446608,-0.103085
SE249DT,51.447266,-0.102108
SE249DU,51.447388,-0.101858
SE249DW,51.446552,-0.100727
SE249DX,51.447442,-0.101827
SE249DY,51.447724,-0.10147
SE249DZ,51.447474,-0.101063
SE249EA,51.447257,-0.101547
SE249EB,51.447126,-0.101768
SE249ED,51.447004,-0.102003
SE249EE,51.446961,-0.101588
SE249EF,51.447092,-0.101367
SE249EG,51.447119,-0.101322
SE249EH,51.448419,-0.101124
SE249EJ,51.447974,-0.10192
SE249EL,51.447811,-0.101869
SE249EN,51.437096,-0.094932
SE249EQ,51.447455,-0.101006
SE249HA,51.451156,-0.098507
SE249HB,51.449876,-0.093897
SE249HD,51.449091,-0.091555
SE249HE,51.449921,-0.09283
SE249HF,51.450367,-0.093128
SE249HG,51.451071,-0.09497
SE249HH,51.451652,-0.095305
SE249HJ,51.451506,-0.096232
SE249HL,51.450127,-0.096621
SE249HN,51.451378,-0.099476
SE249HP,51.448532,-0.096414
SE249HQ,51.451197,-0.094389
SE249HR,51.453534,-0.101517
SE249HS,51.452641,-0.095854
SE249HT,51.452234,-0.097368
SE249HU,51.452592,-0.0994
SE249HW,51.45196,-0.095393
SE249HX,51.45318,-0.100207
SE249HY,51.452655,-0.100042
SE249HZ,51.451398,-0.097906
SE249JA,51.451476,-0.097212
SE249JB,51.452265,-0.094287
SE249JD,51.452189,-0.093455
SE249JE,51.453046,-0.093103
SE249JF,51.453063,-0.093016
SE249JG,51.453722,-0.090412
SE249JH,51.456411,-0.089292
SE249JJ,51.455049,-0.090155
SE249JL,51.454312,-0.090761
SE249JN,51.45569,-0.087033
SE249JP,51.452053,-0.09785
SE249JQ,51.455329,-0.089697
SE249JR,51.453203,-0.101646
SE249JS,51.452053,-0.09785
SE249JT,51.453151,-0.100655
SE249JU,51.453153,-0.100252
SE249JW,51.453203,-0.101646
SE249JX,51.45307,-0.097894
SE249JY,51.453303,-0.093955
SE249JZ,51.453415,-0.094181
SE249LA,51.453501,-0.09507
SE249LB,51.455338,-0.095756
SE249LD,51.454141,-0.094036
SE249LE,51.454077,-0.094571
SE249LF,51.455137,-0.096139
SE249LG,51.454771,-0.091347
SE249LH,51.454299,-0.092144
SE249LJ,51.453595,-0.091986
SE249LL,51.454078,-0.10017
SE249LN,51.453962,-0.092978
SE249LP,51.454078,-0.10017
SE249LQ,51.455404,-0.091565
SE249LR,51.453388,-0.100832
SE249LS,51.453981,-0.098619
SE249LT,51.4536,-0.098952
SE249LU,51.454322,-0.100163
SE249LW,51.454078,-0.10017
SE249LX,51.454421,-0.099666
SE249LY,51.455691,-0.09816
SE249LZ,51.454232,-0.097472
SE249NA,51.454443,-0.097161
SE249NB,51.454589,-0.09619
SE249ND,51.454562,-0.09671
SE249NE,51.456768,-0.096316
SE249NF,51.458745,-0.094621
SE249NG,51.45758,-0.094267
SE249NH,51.452053,-0.09785
SE249NJ,51.455806,-0.09578
SE249NL,51.453534,-0.101517
SE249NN,51.455601,-0.094824
SE249NP,51.453985,-0.094416
SE249NQ,51.452053,-0.09785
SE249NR,51.453997,-0.092948
SE249NS,51.454506,-0.092739
SE249NT,51.455186,-0.092524
SE249NU,51.455454,-0.092383
SE249NW,51.455391,-0.095135
SE249NX,51.456362,-0.094591
SE249NY,51.455939,-0.094609
SE249NZ,51.456571,-0.09415
SE249PA,51.456909,-0.093978
SE249PB,51.452053,-0.09785
SE249PH,51.457189,-0.093477
SE249PJ,51.457772,-0.092848
SE249PL,51.457176,-0.092139
SE249PN,51.458595,-0.093102
SE249PP,51.458272,-0.09097
SE249PQ,51.458218,-0.093722
SE249PR,51.457639,-0.090752
SE249PS,51.457624,-0.09035
SE249PT,51.457665,-0.089556
SE249PU,51.45817,-0.088542
SE249PW,51.458799,-0.092388
SE249PX,51.459062,-0.090318
SE249PY,51.459461,-0.09164
SE249PZ,51.460259,-0.091506
SE249QA,51.453203,-0.101646
SE249QB,51.452053,-0.09785
SE249QD,51.452053,-0.09785
SE249QE,51.453203,-0.101646
SE249QF,51.453203,-0.101646
SE249QG,51.451826,-0.101026
SE249QH,51.453669,-0.10154
SE249QJ,51.45337,-0.101437
SE249QL,51.453236,-0.101443
SE249QN,51.454081,-0.101367
SE249QP,51.455628,-0.099256
SE249QQ,51.453203,-0.101646
SE249QR,51.457258,-0.096598
SE249QS,51.457443,-0.09636
SE249QT,51.459152,-0.095281
SE249QU,51.458502,-0.095668
SE249QW,51.454102,-0.101608
SE249QX,51.457992,-0.096985
SE249QY,51.458269,-0.096311
SE249QZ,51.457626,-0.097144
SE249RA,51.457626,-0.097144
SE249RB,51.457626,-0.097144
SE249RD,51.457626,-0.097144
SE249UR,51.453534,-0.101517
SE249US,51.453534,-0.101517
SE249UT,51.453534,-0.101517
SE249UU,51.453534,-0.101517
SE249UW,51.453534,-0.101517
SE249UX,51.453534,-0.101517
SE249UY,51.473776,-0.096544
SE249UZ,51.473776,-0.096544
SE249WA,51.453534,-0.101517
SE249WB,51.453534,-0.101517
SE249WD,51.453534,-0.101517
SE249WE,51.453534,-0.101517
SE249WF,51.453534,-0.101517
SE249WG,51.453534,-0.101517
SE249WH,51.473914,-0.096725
SE249WJ,51.452053,-0.09785
SE249WL,51.453534,-0.101517
SE249WN,51.473914,-0.096725
SE249WP,51.452053,-0.09785
SE249WQ,51.453534,-0.101517
SE249WR,51.452053,-0.09785
SE249WS,51.473914,-0.096725
SE249WT,51.473776,-0.096544
SE249WU,51.453534,-0.101517
SE249WW,51.453534,-0.101517
SE249WX,51.453534,-0.101517
SE249WY,51.453534,-0.101517
SE249WZ,51.453534,-0.101517
SE249XA,51.473914,-0.096725
SE249XB,51.453534,-0.101517
SE249XD,51.457626,-0.097144
SE249XE,51.453534,-0.101517
SE249XF,51.453534,-0.101517
SE249XG,51.453534,-0.101517
SE249XH,51.453534,-0.101517
SE249XJ,51.453534,-0.101517
SE249XL,51.453534,-0.101517
SE249XN,51.453534,-0.101517
SE249XP,51.453534,-0.101517
SE249XQ,51.453534,-0.101517
SE249XR,51.453534,-0.101517
SE249XS,51.453534,-0.101517
SE249XT,51.453534,-0.101517
SE249XU,51.453534,-0.101517
SE249XW,51.453534,-0.101517
SE249XY,51.452053,-0.09785
SE249XZ,51.453534,-0.101517
SE249YA,51.453534,-0.101517
SE249YB,51.453534,-0.101517
SE249YD,51.453534,-0.101517
SE249YE,51.453534,-0.101517
SE249YF,51.453534,-0.101517
SE249YG,51.453534,-0.101517
SE249YH,51.453534,-0.101517
SE249YJ,51.453534,-0.101517
SE249YL,51.453534,-0.101517
SE249YN,51.473914,-0.096725
SE249YP,51.473776,-0.096544
SE249YQ,51.453534,-0.101517
SE249YR,51.453534,-0.101517
SE249YS,51.453534,-0.101517
SE249YT,51.453534,-0.101517
SE249YU,51.473776,-0.096544
SE249YW,51.453534,-0.101517
SE249YX,51.473776,-0.096544
SE249YY,51.453534,-0.101517
SE249YZ,51.473776,-0.096544
SE249ZA,51.452053,-0.09785
SE249ZB,51.452053,-0.09785
SE249ZD,51.452053,-0.09785
SE249ZE,51.452053,-0.09785
SE249ZF,51.452053,-0.09785
SE249ZG,51.452053,-0.09785
SE249ZH,51.453534,-0.101517
SE249ZJ,51.457626,-0.097144
SE249ZL,51.453534,-0.101517
SE249ZN,51.452053,-0.09785
SE249ZP,51.452044,-0.097851
SE249ZQ,51.452053,-0.09785
SE249ZR,51.453534,-0.101517
SE249ZS,51.452044,-0.097851
SE249ZT,51.452053,-0.09785
SE249ZU,51.453534,-0.101517
SE249ZW,51.453534,-0.101517
SE249ZX,51.452053,-0.09785
SE254AA,51.40169,-0.076118
SE254AB,51.401534,-0.07647
SE254AD,51.404593,-0.079303
SE254AE,51.404337,-0.079055
SE254AF,51.405079,-0.076565
SE254AG,51.404848,-0.075658
SE254AH,51.403655,-0.074756
SE254AJ,51.403921,-0.075047
SE254AL,51.404968,-0.076412
SE254AN,51.405367,-0.076021
SE254AP,51.404169,-0.075396
SE254AQ,51.403259,-0.074154
SE254AR,51.404031,-0.075186
SE254AS,51.405463,-0.080259
SE254AT,51.399524,-0.07999
SE254AU,51.407317,-0.082007
SE254AW,51.40429,-0.075592
SE254AX,51.406863,-0.081178
SE254AY,51.40716,-0.083394
SE254AZ,51.407274,-0.083174
SE254BA,51.40703,-0.083702
SE254BB,51.406962,-0.083934
SE254BD,51.405127,-0.075082
SE254BE,51.398727,-0.072565
SE254BF,51.401969,-0.070672
SE254BG,51.397325,-0.068222
SE254BH,51.398143,-0.062236
SE254BJ,51.401995,-0.073891
SE254BL,51.404211,-0.0763
SE254BN,51.403995,-0.076812
SE254BQ,51.401294,-0.071692
SE254BS,51.402828,-0.075308
SE254BT,51.402087,-0.07672
SE254BU,51.403431,-0.078058
SE254BW,51.399524,-0.07999
SE254BX,51.403613,-0.077676
SE254BY,51.403087,-0.079036
SE254BZ,51.403123,-0.078488
SE254DA,51.40629,-0.073624
SE254DB,51.404183,-0.073483
SE254DD,51.402386,-0.073558
SE254DE,51.404533,-0.071815
SE254DF,51.402751,-0.072824
SE254DG,51.401645,-0.072845
SE254DH,51.402959,-0.072859
SE254DJ,51.403652,-0.071794
SE254DL,51.404685,-0.071736
SE254DN,51.405328,-0.071494
SE254DP,51.406162,-0.072983
SE254DQ,51.403127,-0.072679
SE254DR,51.405842,-0.073744
SE254DS,51.406057,-0.074267
SE254DT,51.405607,-0.074231
SE254DU,51.40547,-0.074622
SE254DW,51.406779,-0.072238
SE254DX,51.405576,-0.07561
SE254DY,51.405201,-0.074145
SE254DZ,51.405231,-0.072662
SE254EA,51.404604,-0.073365
SE254EB,51.404476,-0.074376
SE254ED,51.403994,-0.073505
SE254EE,51.405217,-0.075136
SE254EF,51.405656,-0.075017
SE254EG,51.401909,-0.073003
SE254EH,51.404998,-0.073851
SE254EJ,51.403028,-0.069951
SE254EL,51.404698,-0.073605
SE254EN,51.401765,-0.069731
SE254EP,51.39817,-0.068186
SE254EQ,51.40531,-0.075293
SE254ER,51.399524,-0.07999
SE254ES,51.402382,-0.068443
SE254ET,51.403119,-0.06897
SE254EU,51.402803,-0.0694
SE254EW,51.402082,-0.067691
SE254EX,51.402172,-0.070404
SE254EY,51.401574,-0.071249
SE254EZ,51.401384,-0.071156
SE254FB,51.401858,-0.075938
SE254FD,51.402466,-0.072405
SE254FE,51.397488,-0.071064
SE254FF,51.401626,-0.07552
SE254FG,51.401746,-0.075152
SE254FH,51.403608,-0.069151
SE254HF,51.401705,-0.066643
SE254HG,51.40053,-0.066822
SE254HH,51.401456,-0.06569
SE254HJ,51.401093,-0.065519
SE254HL,51.401029,-0.064917
SE254HN,51.400792,-0.064697
SE254HP,51.400399,-0.064843
SE254HQ,51.400847,-0.066406
SE254HR,51.400202,-0.064377
SE254HS,51.399973,-0.064114
SE254HT,51.399745,-0.063908
SE254HU,51.399534,-0.063672
SE254HW,51.401253,-0.063743
SE254HX,51.40047,-0.066451
SE254HY,51.399524,-0.07999
SE254JD,51.399179,-0.071051
SE254JE,51.398706,-0.069072
SE254JF,51.398636,-0.068109
SE254JG,51.398737,-0.067674
SE254JH,51.399957,-0.067522
SE254JJ,51.39925,-0.066071
SE254JL,51.398765,-0.065042
SE254JN,51.398446,-0.065863
SE254JP,51.396571,-0.064516
SE254JQ,51.399278,-0.06722
SE254JR,51.397129,-0.066146
SE254JS,51.396803,-0.064909
SE254JT,51.396342,-0.064787
SE254JU,51.396389,-0.064941
SE254JW,51.398141,-0.067555
SE254JX,51.39563,-0.064153
SE254JY,51.395471,-0.064879
SE254JZ,51.395302,-0.065547
SE254LA,51.396034,-0.065229
SE254LB,51.395154,-0.065841
SE254LD,51.395054,-0.065241
SE254LE,51.395054,-0.065241
SE254LF,51.394179,-0.066716
SE254LG,51.39494,-0.066497
SE254LH,51.397656,-0.065951
SE254LJ,51.397798,-0.068001
SE254LP,51.398327,-0.069014
SE254LQ,51.397581,-0.066846
SE254LR,51.397608,-0.067937
SE254LS,51.39762,-0.06867
SE254LT,51.396953,-0.068597
SE254LU,51.396453,-0.067727
SE254LW,51.39756,-0.069923
SE254LX,51.397205,-0.066948
SE254LY,51.397552,-0.06561
SE254LZ,51.396712,-0.063806
SE254NA,51.397373,-0.063505
SE254NB,51.398119,-0.064034
SE254NE,51.398562,-0.061485
SE254NF,51.399228,-0.060939
SE254NG,51.399714,-0.061494
SE254NH,51.399055,-0.064066
SE254NJ,51.398741,-0.063591
SE254NL,51.399296,-0.062345
SE254NN,51.398829,-0.061804
SE254NP,51.398068,-0.065301
SE254NQ,51.399725,-0.062701
SE254NR,51.39817,-0.068186
SE254NW,51.398499,-0.063644
SE254PE,51.398949,-0.074048
SE254PF,51.398137,-0.072774
SE254PG,51.397892,-0.073747
SE254PH,51.396048,-0.07095
SE254PJ,51.39604,-0.069415
SE254PL,51.395002,-0.068076
SE254PN,51.39582,-0.069134
SE254PP,51.395347,-0.068234
SE254PQ,51.397046,-0.070951
SE254PR,51.395,-0.068481
SE254PS,51.395102,-0.068114
SE254PT,51.394337,-0.067543
SE254PU,51.393305,-0.06819
SE254PW,51.39817,-0.068186
SE254QA,51.391484,-0.066829
SE254QB,51.392418,-0.066761
SE254QD,51.393281,-0.066754
SE254QE,51.394203,-0.068152
SE254QF,51.391627,-0.063532
SE254QG,51.391829,-0.063785
SE254QH,51.391484,-0.066829
SE254QJ,51.392202,-0.064068
SE254QL,51.393124,-0.062175
SE254QN,51.392474,-0.064172
SE254QP,51.392756,-0.064421
SE254QQ,51.391772,-0.065754
SE254QR,51.393019,-0.064537
SE254QW,51.392161,-0.06591
SE254QX,51.399524,-0.07999
SE254QY,51.399524,-0.07999
SE254QZ,51.399524,-0.07999
SE254RA,51.390727,-0.065122
SE254RB,51.389513,-0.065102
SE254RD,51.390364,-0.06439
SE254RE,51.390031,-0.063269
SE254RF,51.390978,-0.06399
SE254RG,51.390356,-0.062838
SE254RH,51.390702,-0.062004
SE254RJ,51.391392,-0.061817
SE254RL,51.391057,-0.06117
SE254RN,51.391716,-0.061286
SE254RP,51.38986,-0.064929
SE254RQ,51.391356,-0.062896
SE254RR,51.399524,-0.07999
SE254RS,51.399524,-0.07999
SE254RT,51.391879,-0.060258
SE254RU,51.392311,-0.062482
SE254RW,51.391412,-0.06252
SE254RX,51.391935,-0.0604
SE254RY,51.391517,-0.060173
SE254RZ,51.390947,-0.059924
SE254SA,51.390104,-0.061181
SE254SB,51.389454,-0.062129
SE254SD,51.388586,-0.063445
SE254SE,51.388761,-0.063684
SE254SF,51.387871,-0.06428
SE254SG,51.399524,-0.07999
SE254SH,51.399524,-0.07999
SE254SJ,51.399524,-0.07999
SE254SL,51.390636,-0.065615
SE254SN,51.389717,-0.065524
SE254SP,51.388345,-0.06518
SE254SQ,51.399524,-0.07999
SE254SR,51.399524,-0.07999
SE254SS,51.399524,-0.07999
SE254ST,51.399524,-0.07999
SE254SU,51.386425,-0.063277
SE254SW,51.391484,-0.066829
SE254SX,51.38907,-0.063884
SE254SY,51.389451,-0.064644
SE254SZ,51.399524,-0.07999
SE254TA,51.399861,-0.072589
SE254TB,51.399561,-0.071291
SE254TD,51.400236,-0.071363
SE254TE,51.400023,-0.070958
SE254TF,51.400387,-0.069588
SE254TG,51.399914,-0.069249
SE254TH,51.399522,-0.068949
SE254TJ,51.399694,-0.070077
SE254TL,51.400277,-0.070542
SE254TN,51.400423,-0.070708
SE254TP,51.401357,-0.070079
SE254TQ,51.39996,-0.068255
SE254TR,51.401614,-0.068185
SE254TS,51.401025,-0.068469
SE254TT,51.400843,-0.068908
SE254TU,51.400989,-0.069577
SE254TW,51.401144,-0.070778
SE254TX,51.400717,-0.067763
SE254TY,51.401113,-0.067818
SE254TZ,51.400753,-0.072161
