pcd,reg,lat,long
SE184WF,SE18,51.489548,0.067147
SE184WW,SE18,51.489548,0.067147
SE184WX,SE18,51.489548,0.067147
SE184WY,SE18,51.489548,0.067147
SE184WZ,SE18,51.470855,0.055185
SE184XE,SE18,51.489548,0.067147
SE184XF,SE18,51.470855,0.055185
SE184XT,SE18,51.470855,0.055185
SE184YA,SE18,51.470855,0.055185
SE184YE,SE18,51.470855,0.055185
SE184YF,SE18,51.470855,0.055185
SE184YH,SE18,51.489548,0.067147
SE184YQ,SE18,51.470855,0.055185
SE184YT,SE18,51.489548,0.067147
SE184YX,SE18,51.489548,0.067147
SE184YY,SE18,51.478139,0.059833
SE184YZ,SE18,51.478139,0.059833
SE184ZA,SE18,51.470353,0.054572
SE184ZB,SE18,51.478139,0.059833
SE184ZD,SE18,51.489548,0.067147
SE184ZE,SE18,51.478472,0.059776
SE184ZF,SE18,51.489548,0.067147
SE184ZG,SE18,51.478481,0.059777
SE184ZH,SE18,51.489548,0.067147
SE184ZJ,SE18,51.490736,0.084847
SE184ZL,SE18,51.489548,0.067147
SE184ZN,SE18,51.489548,0.067147
SE184ZP,SE18,51.489548,0.067147
SE184ZQ,SE18,51.489548,0.067147
SE184ZR,SE18,51.477958,0.059883
SE184ZS,SE18,51.489548,0.067147
SE184ZT,SE18,51.489548,0.067147
SE185AA,SE18,51.493691,0.057062
SE185AB,SE18,51.493172,0.053392
SE185AD,SE18,51.488649,0.054315
SE185AE,SE18,51.492428,0.057335
SE185AG,SE18,51.487777,0.057457
SE185AH,SE18,51.49078,0.051844
SE185AJ,SE18,51.491893,0.060612
SE185AL,SE18,51.491559,0.058652
SE185AN,SE18,51.491849,0.058492
SE185AP,SE18,51.49199,0.059665
SE185AQ,SE18,51.494379,0.043967
SE185AR,SE18,51.493026,0.059597
SE185AS,SE18,51.494937,0.043459
SE185AT,SE18,51.49485,0.04429
SE185AW,SE18,51.492268,0.058713
SE185BD,SE18,51.490183,0.061168
SE185BE,SE18,51.489186,0.061628
SE185BX,SE18,51.49287,0.049505
SE185BY,SE18,51.490463,0.06059
SE185BZ,SE18,51.490046,0.059779
SE185DA,SE18,51.48926,0.060493
SE185DB,SE18,51.488468,0.060011
SE185DD,SE18,51.488427,0.057788
SE185DE,SE18,51.489816,0.060127
SE185DF,SE18,51.487331,0.052066
SE185DG,SE18,51.488546,0.051443
SE185DH,SE18,51.486968,0.051774
SE185DJ,SE18,51.486603,0.050982
SE185DL,SE18,51.488554,0.060749
SE185DN,SE18,51.488185,0.056699
SE185DP,SE18,51.487585,0.058084
SE185DQ,SE18,51.491311,0.059952
SE185DR,SE18,51.489548,0.067147
SE185EA,SE18,51.489393,0.051366
SE185EB,SE18,51.489273,0.05054
SE185ED,SE18,51.489554,0.050394
SE185EE,SE18,51.489426,0.049999
SE185EF,SE18,51.487769,0.055829
SE185EG,SE18,51.487196,0.052578
SE185EH,SE18,51.487656,0.055062
SE185EJ,SE18,51.488354,0.054719
SE185EL,SE18,51.4884,0.054215
SE185EN,SE18,51.488105,0.054115
SE185EP,SE18,51.487592,0.054065
SE185EQ,SE18,51.487426,0.05534
SE185ER,SE18,51.488026,0.053492
SE185ES,SE18,51.488369,0.053407
SE185ET,SE18,51.488659,0.05329
SE185EU,SE18,51.488985,0.053609
SE185EW,SE18,51.487619,0.054585
SE185EX,SE18,51.488718,0.054491
SE185EY,SE18,51.488879,0.051458
SE185EZ,SE18,51.489037,0.051149
SE185HA,SE18,51.488687,0.05217
SE185HB,SE18,51.488687,0.05217
SE185HD,SE18,51.487873,0.051889
SE185HE,SE18,51.487614,0.052799
SE185HF,SE18,51.488162,0.052867
SE185HH,SE18,51.490445,0.050333
SE185HJ,SE18,51.491196,0.049085
SE185HL,SE18,51.490181,0.049515
SE185HN,SE18,51.486857,0.051396
SE185HP,SE18,51.491743,0.049642
SE185HQ,SE18,51.491566,0.048972
SE185HR,SE18,51.491482,0.050711
SE185HS,SE18,51.487244,0.051356
SE185HT,SE18,51.490634,0.0488
SE185HU,SE18,51.491223,0.04596
SE185HW,SE18,51.487963,0.050841
SE185HX,SE18,51.490812,0.04633
SE185HY,SE18,51.491167,0.04662
SE185HZ,SE18,51.490221,0.046693
SE185JD,SE18,51.489349,0.048224
SE185JE,SE18,51.48913,0.049424
SE185JF,SE18,51.488044,0.050326
SE185JG,SE18,51.488254,0.049673
SE185JH,SE18,51.488607,0.050075
SE185JJ,SE18,51.487527,0.049583
SE185JL,SE18,51.48671,0.051015
SE185JS,SE18,51.492323,0.053529
SE185JT,SE18,51.491969,0.052663
SE185JU,SE18,51.492054,0.052955
SE185JX,SE18,51.491534,0.053897
SE185JY,SE18,51.491074,0.054481
SE185JZ,SE18,51.491234,0.052558
SE185LA,SE18,51.490672,0.052274
SE185LB,SE18,51.49004,0.052418
SE185LD,SE18,51.490726,0.053873
SE185LE,SE18,51.489535,0.053044
SE185LF,SE18,51.490166,0.051919
SE185LG,SE18,51.489626,0.052443
SE185LH,SE18,51.491906,0.052199
SE185LJ,SE18,51.491342,0.051526
SE185LL,SE18,51.490296,0.051176
SE185LN,SE18,51.489598,0.051505
SE185LP,SE18,51.490741,0.053487
SE185LQ,SE18,51.491163,0.051993
SE185LR,SE18,51.490919,0.050513
SE185LU,SE18,51.491921,0.057542
SE185LW,SE18,51.489214,0.052381
SE185LX,SE18,51.492074,0.057492
SE185LY,SE18,51.492632,0.057432
SE185LZ,SE18,51.492694,0.057997
SE185NA,SE18,51.492366,0.058242
SE185NB,SE18,51.493068,0.058216
SE185ND,SE18,51.492972,0.057619
SE185NE,SE18,51.492545,0.054735
SE185NF,SE18,51.494076,0.057642
SE185NG,SE18,51.492839,0.052299
SE185NH,SE18,51.494193,0.058165
SE185NJ,SE18,51.494629,0.041445
SE185NL,SE18,51.495334,0.041793
SE185NN,SE18,51.492187,0.048438
SE185NP,SE18,51.494201,0.058713
SE185NQ,SE18,51.492269,0.052
SE185NR,SE18,51.494832,0.043296
SE185NS,SE18,51.493006,0.047953
SE185NT,SE18,51.492418,0.04136
SE185NU,SE18,51.493196,0.044778
SE185NW,SE18,51.49207,0.046905
SE185NX,SE18,51.494818,0.045084
SE185NY,SE18,51.489548,0.067147
SE185NZ,SE18,51.491949,0.046122
SE185PA,SE18,51.492063,0.04679
SE185PB,SE18,51.492139,0.047586
SE185PD,SE18,51.490968,0.048196
SE185PE,SE18,51.49051,0.047642
SE185PF,SE18,51.491202,0.047728
SE185PG,SE18,51.492722,0.045076
SE185PH,SE18,51.49269,0.043303
SE185PJ,SE18,51.492969,0.046946
SE185PL,SE18,51.493288,0.050302
SE185PN,SE18,51.494145,0.052674
SE185PP,SE18,51.491576,0.060756
SE185PQ,SE18,51.492799,0.050467
SE185PR,SE18,51.49109,0.059193
SE185PS,SE18,51.490991,0.058713
SE185PT,SE18,51.4905,0.057481
SE185PU,SE18,51.490683,0.056279
SE185PW,SE18,51.491244,0.061187
SE185PX,SE18,51.490802,0.055117
SE185PY,SE18,51.491428,0.055866
SE185PZ,SE18,51.491683,0.055157
SE185QA,SE18,51.491946,0.054996
SE185QB,SE18,51.492206,0.054042
SE185QD,SE18,51.492238,0.054793
SE185QE,SE18,51.492413,0.05555
SE185QF,SE18,51.492408,0.056889
SE185QG,SE18,51.494145,0.052674
SE185QH,SE18,51.494262,0.054769
SE185QJ,SE18,51.493787,0.055151
SE185QL,SE18,51.493785,0.053724
SE185QN,SE18,51.493354,0.055736
SE185QP,SE18,51.493322,0.055
SE185QQ,SE18,51.493853,0.054462
SE185QR,SE18,51.493091,0.054327
SE185QS,SE18,51.493857,0.057329
SE185QT,SE18,51.493868,0.051553
SE185QU,SE18,51.494032,0.050408
SE185QW,SE18,51.493322,0.055
SE185QX,SE18,51.493693,0.048231
SE185QY,SE18,51.493732,0.049069
SE185QZ,SE18,51.49375,0.047024
SE185RA,SE18,51.494165,0.059734
SE185RB,SE18,51.489398,0.058799
SE185RD,SE18,51.489963,0.05992
SE185RE,SE18,51.48985,0.059151
SE185RF,SE18,51.489911,0.058779
SE185RG,SE18,51.489578,0.058779
SE185RH,SE18,51.489588,0.057713
SE185RJ,SE18,51.489787,0.057636
SE185RL,SE18,51.488996,0.058133
SE185RN,SE18,51.488996,0.058133
SE185RP,SE18,51.490689,0.06001
SE185RQ,SE18,51.489421,0.058527
SE185RR,SE18,51.491012,0.060053
SE185RS,SE18,51.490954,0.059791
SE185RT,SE18,51.490864,0.059312
SE185RU,SE18,51.490601,0.05943
SE185RW,SE18,51.490427,0.060085
SE185RX,SE18,51.49046,0.05974
SE185RY,SE18,51.489495,0.05683
SE185RZ,SE18,51.489625,0.057153
SE185SA,SE18,51.489967,0.056621
SE185SB,SE18,51.489571,0.056618
SE185SD,SE18,51.489261,0.05633
SE185SE,SE18,51.489579,0.054111
SE185SF,SE18,51.488179,0.056022
SE185SG,SE18,51.48867,0.056735
SE185SH,SE18,51.49028,0.055684
SE185SJ,SE18,51.490108,0.055216
SE185SL,SE18,51.490407,0.058223
SE185SN,SE18,51.489773,0.05739
SE185SP,SE18,51.494914,0.046284
SE185SQ,SE18,51.489134,0.055374
SE185SR,SE18,51.494852,0.04726
SE185SS,SE18,51.494588,0.047926
SE185ST,SE18,51.494673,0.049788
SE185SU,SE18,51.494262,0.046024
SE185SW,SE18,51.494608,0.050923
SE185SX,SE18,51.494451,0.047026
SE185SY,SE18,51.494215,0.047174
SE185SZ,SE18,51.494269,0.049712
SE185TA,SE18,51.492568,0.042099
SE185TB,SE18,51.490165,0.059136
SE185TD,SE18,51.492904,0.042405
SE185TE,SE18,51.490321,0.058438
SE185TF,SE18,51.494439,0.040514
SE185TL,SE18,51.492578,0.044076
SE185TN,SE18,51.493993,0.039788
SE185TP,SE18,51.493968,0.041228
SE185TQ,SE18,51.489817,0.058473
SE185TR,SE18,51.49366,0.04084
SE185TS,SE18,51.493022,0.040278
SE185TT,SE18,51.492904,0.042405
SE185TU,SE18,51.491809,0.041736
SE185TW,SE18,51.493942,0.042667
SE185TX,SE18,51.489102,0.059233
SE185TY,SE18,51.489607,0.058175
SE185TZ,SE18,51.489232,0.056977
SE185WA,SE18,51.490736,0.084847
SE185WB,SE18,51.489548,0.067147
SE185WD,SE18,51.489548,0.067147
SE185WE,SE18,51.489548,0.067147
SE185WF,SE18,51.491234,0.052558
SE185WG,SE18,51.489548,0.067147
SE185WH,SE18,51.489548,0.067147
SE185WJ,SE18,51.489548,0.067147
SE185WL,SE18,51.489548,0.067147
SE185WN,SE18,51.489548,0.067147
SE185WP,SE18,51.489223,0.056962
SE185WQ,SE18,51.489548,0.067147
SE185WR,SE18,51.489223,0.056962
SE185WS,SE18,51.489548,0.067147
SE185WT,SE18,51.489548,0.067147
SE185WU,SE18,51.489548,0.067147
SE185WW,SE18,51.489548,0.067147
SE185WX,SE18,51.489548,0.067147
SE185WY,SE18,51.489548,0.067147
SE185WZ,SE18,51.489548,0.067147
SE185XL,SE18,51.490736,0.084847
SE185XZ,SE18,51.489548,0.067147
SE185YR,SE18,51.489548,0.067147
SE185YW,SE18,51.489548,0.067147
SE185YX,SE18,51.489548,0.067147
SE185ZA,SE18,51.490726,0.053846
SE185ZB,SE18,51.489548,0.067147
SE185ZD,SE18,51.490734,0.053861
SE185ZE,SE18,51.490726,0.053846
SE185ZF,SE18,51.490726,0.053846
SE185ZG,SE18,51.489548,0.067147
SE185ZH,SE18,51.489548,0.067147
SE185ZJ,SE18,51.490734,0.053861
SE185ZL,SE18,51.491234,0.052558
SE185ZN,SE18,51.491234,0.052558
SE185ZP,SE18,51.491234,0.052558
SE185ZQ,SE18,51.489548,0.067147
SE185ZR,SE18,51.491234,0.052558
SE185ZS,SE18,51.489548,0.067147
SE185ZT,SE18,51.491234,0.052558
SE185ZU,SE18,51.491234,0.052558
SE185ZW,SE18,51.489548,0.067147
SE185ZX,SE18,51.489548,0.067147
SE186AA,SE18,51.486757,0.066341
SE186AB,SE18,51.490359,0.068593
SE186AD,SE18,51.486941,0.065572
SE186AE,SE18,51.490757,0.069477
SE186AF,SE18,51.489995,0.070881
SE186AG,SE18,51.489995,0.070855
SE186AH,SE18,51.485818,0.068071
SE186AJ,SE18,51.486221,0.066144
SE186AL,SE18,51.490136,0.070472
SE186AN,SE18,51.490573,0.072291
SE186AP,SE18,51.490229,0.071355
SE186AQ,SE18,51.486978,0.065559
SE186AR,SE18,51.491366,0.069606
SE186AS,SE18,51.486691,0.065503
SE186AT,SE18,51.492442,0.077376
SE186AU,SE18,51.486468,0.065392
SE186AW,SE18,51.490248,0.071802
SE186AX,SE18,51.490452,0.070443
SE186AY,SE18,51.49081,0.069509
SE186AZ,SE18,51.490757,0.069477
SE186BA,SE18,51.490708,0.0692
SE186BB,SE18,51.49114,0.068672
SE186BD,SE18,51.484696,0.06645
SE186BE,SE18,51.491837,0.067897
SE186BF,SE18,51.492953,0.066292
SE186BG,SE18,51.492633,0.067659
SE186BH,SE18,51.489548,0.067147
SE186BJ,SE18,51.48754,0.066753
SE186BL,SE18,51.492754,0.068975
SE186BN,SE18,51.493299,0.067576
SE186BQ,SE18,51.492878,0.066462
SE186BS,SE18,51.485871,0.0661
SE186BT,SE18,51.482895,0.067566
SE186BU,SE18,51.493529,0.065308
SE186BW,SE18,51.492424,0.068271
SE186BX,SE18,51.487704,0.066141
SE186BY,SE18,51.493055,0.070172
SE186BZ,SE18,51.491362,0.067313
SE186DA,SE18,51.491602,0.067412
SE186DB,SE18,51.490754,0.069131
SE186DD,SE18,51.49182,0.064253
SE186DE,SE18,51.493564,0.06426
SE186DF,SE18,51.4935,0.065337
SE186DG,SE18,51.494261,0.065586
SE186DH,SE18,51.493501,0.065323
SE186DJ,SE18,51.493497,0.071633
SE186DL,SE18,51.494047,0.063403
SE186DN,SE18,51.49372,0.064094
SE186DP,SE18,51.494261,0.065586
SE186DQ,SE18,51.493501,0.073477
SE186DR,SE18,51.493229,0.063436
SE186DS,SE18,51.493504,0.062656
SE186DT,SE18,51.493566,0.06371
SE186DU,SE18,51.493515,0.060495
SE186DW,SE18,51.49371,0.06418
SE186DX,SE18,51.494471,0.06136
SE186DY,SE18,51.489231,0.066743
SE186DZ,SE18,51.4935,0.065337
SE186EA,SE18,51.493602,0.064749
SE186EB,SE18,51.487656,0.069351
SE186ED,SE18,51.489119,0.067502
SE186EE,SE18,51.489198,0.067577
SE186EF,SE18,51.488446,0.066951
SE186EG,SE18,51.488555,0.067921
SE186EH,SE18,51.48856,0.068614
SE186EJ,SE18,51.487982,0.069741
SE186EL,SE18,51.48918,0.068081
SE186EN,SE18,51.488958,0.068445
SE186EP,SE18,51.489359,0.069743
SE186EQ,SE18,51.488233,0.068801
SE186ER,SE18,51.488958,0.068445
SE186ES,SE18,51.489497,0.067994
SE186ET,SE18,51.489729,0.06861
SE186EU,SE18,51.490109,0.068958
SE186EW,SE18,51.489497,0.06798
SE186EX,SE18,51.490686,0.069935
SE186EY,SE18,51.494261,0.065586
SE186EZ,SE18,51.487917,0.066281
SE186FA,SE18,51.482421,0.065425
SE186FB,SE18,51.493055,0.070172
SE186FD,SE18,51.493055,0.070172
SE186FE,SE18,51.493055,0.070172
SE186FF,SE18,51.493055,0.070172
SE186FG,SE18,51.482525,0.066109
SE186FH,SE18,51.490359,0.068593
SE186FJ,SE18,51.491603,0.07146
SE186FL,SE18,51.491689,0.070685
SE186FN,SE18,51.49162,0.070971
SE186FQ,SE18,51.486442,0.067364
SE186FR,SE18,51.494446,0.068319
SE186FS,SE18,51.49155,0.071372
SE186FT,SE18,51.49155,0.071372
SE186FU,SE18,51.490406,0.063829
SE186FW,SE18,51.491519,0.072189
SE186FX,SE18,51.483142,0.062709
SE186FY,SE18,51.491282,0.072856
SE186FZ,SE18,51.491282,0.072856
SE186GA,SE18,51.492812,0.071198
SE186GB,SE18,51.492812,0.071198
SE186GD,SE18,51.493008,0.070874
SE186GE,SE18,51.492812,0.071198
SE186GF,SE18,51.492283,0.0691
SE186GG,SE18,51.492482,0.072595
SE186GH,SE18,51.492266,0.06907
SE186GJ,SE18,51.492482,0.072595
SE186GL,SE18,51.492482,0.072595
SE186GN,SE18,51.492482,0.072595
SE186GP,SE18,51.492482,0.072595
SE186GQ,SE18,51.489213,0.06621
SE186GR,SE18,51.488864,0.06664
SE186GS,SE18,51.488821,0.066033
SE186GT,SE18,51.492482,0.072595
SE186GU,SE18,51.488628,0.066269
SE186GW,SE18,51.488796,0.065413
SE186GX,SE18,51.492482,0.072595
SE186GY,SE18,51.488594,0.065649
SE186GZ,SE18,51.488238,0.065402
SE186HA,SE18,51.490619,0.06914
SE186HB,SE18,51.490561,0.066818
SE186HD,SE18,51.490385,0.068611
SE186HE,SE18,51.489231,0.066743
SE186HF,SE18,51.489231,0.066743
SE186HG,SE18,51.488416,0.066073
SE186HH,SE18,51.489548,0.067147
SE186HJ,SE18,51.489548,0.067147
SE186HL,SE18,51.489729,0.067068
SE186HN,SE18,51.493335,0.06867
SE186HP,SE18,51.493559,0.069185
SE186HQ,SE18,51.489449,0.065586
SE186HR,SE18,51.489729,0.067068
SE186HS,SE18,51.489046,0.065496
SE186HT,SE18,51.490646,0.066562
SE186HU,SE18,51.490547,0.066039
SE186HW,SE18,51.488431,0.06518
SE186HX,SE18,51.490445,0.067315
SE186HY,SE18,51.48573,0.065906
SE186HZ,SE18,51.491071,0.066997
SE186JA,SE18,51.493208,0.064602
SE186JB,SE18,51.491664,0.064909
SE186JD,SE18,51.491128,0.0668
SE186JE,SE18,51.491955,0.063726
SE186JF,SE18,51.491264,0.06466
SE186JG,SE18,51.491264,0.06466
SE186JH,SE18,51.491264,0.06466
SE186JJ,SE18,51.4908,0.062925
SE186JL,SE18,51.492254,0.063161
SE186JN,SE18,51.489121,0.065816
SE186JP,SE18,51.492773,0.061213
SE186JQ,SE18,51.491749,0.064207
SE186JR,SE18,51.48892,0.066598
SE186JS,SE18,51.488277,0.065245
SE186JT,SE18,51.490763,0.062981
SE186JU,SE18,51.489165,0.06589
SE186JW,SE18,51.492636,0.061853
SE186JX,SE18,51.491588,0.06515
SE186JY,SE18,51.490482,0.068253
SE186JZ,SE18,51.490742,0.068756
SE186LA,SE18,51.494577,0.074649
SE186LB,SE18,51.494176,0.075942
SE186LD,SE18,51.483095,0.062318
SE186LE,SE18,51.490702,0.067977
SE186LF,SE18,51.491135,0.067937
SE186LG,SE18,51.491211,0.067683
SE186LH,SE18,51.493128,0.068646
SE186LJ,SE18,51.493158,0.071488
SE186LL,SE18,51.490155,0.063355
SE186LN,SE18,51.490406,0.063829
SE186LP,SE18,51.49241,0.066988
SE186LQ,SE18,51.491652,0.066133
SE186LR,SE18,51.49276,0.062983
SE186LS,SE18,51.493001,0.065113
SE186LT,SE18,51.492565,0.064863
SE186LU,SE18,51.492184,0.064541
SE186LW,SE18,51.492652,0.066019
SE186LX,SE18,51.492027,0.065789
SE186LY,SE18,51.491947,0.065699
SE186LZ,SE18,51.493229,0.063884
SE186NA,SE18,51.492802,0.064168
SE186NB,SE18,51.492554,0.064459
SE186ND,SE18,51.489273,0.065432
SE186NE,SE18,51.492885,0.063564
SE186NF,SE18,51.493559,0.069185
SE186NG,SE18,51.493559,0.069185
SE186NH,SE18,51.491603,0.07146
SE186NJ,SE18,51.491603,0.07146
SE186NL,SE18,51.492898,0.062297
SE186NN,SE18,51.49248,0.063534
SE186NP,SE18,51.494394,0.06722
SE186NQ,SE18,51.494394,0.06722
SE186NR,SE18,51.494411,0.067293
SE186NS,SE18,51.492851,0.068533
SE186NT,SE18,51.494411,0.067293
SE186NU,SE18,51.489548,0.067147
SE186NW,SE18,51.493025,0.068872
SE186NX,SE18,51.494606,0.06795
SE186NY,SE18,51.489889,0.066672
SE186NZ,SE18,51.489881,0.066614
SE186PA,SE18,51.487042,0.066498
SE186PB,SE18,51.489766,0.065037
SE186PD,SE18,51.494261,0.065586
SE186PE,SE18,51.489865,0.065476
SE186PF,SE18,51.490405,0.065484
SE186PG,SE18,51.495137,0.075006
SE186PH,SE18,51.489651,0.066373
SE186PJ,SE18,51.495137,0.075006
SE186PL,SE18,51.495137,0.075006
SE186PN,SE18,51.490648,0.064416
SE186PP,SE18,51.495137,0.075006
SE186PQ,SE18,51.489758,0.06645
SE186PR,SE18,51.488929,0.064567
SE186PS,SE18,51.488869,0.064391
SE186PT,SE18,51.488834,0.064303
SE186PU,SE18,51.488783,0.064143
SE186PW,SE18,51.489566,0.064598
SE186PX,SE18,51.488592,0.063689
SE186PY,SE18,51.488912,0.063387
SE186PZ,SE18,51.49221,0.061519
SE186QA,SE18,51.489549,0.062984
SE186QB,SE18,51.488436,0.063421
SE186QD,SE18,51.489781,0.062043
SE186QE,SE18,51.487625,0.066512
SE186QF,SE18,51.488487,0.061985
SE186QG,SE18,51.490126,0.06288
SE186QH,SE18,51.491275,0.065064
SE186QJ,SE18,51.49148,0.062106
SE186QL,SE18,51.491125,0.06232
SE186QN,SE18,51.491275,0.065064
SE186QP,SE18,51.490315,0.063378
SE186QQ,SE18,51.490586,0.061777
SE186QR,SE18,51.489885,0.063847
SE186QS,SE18,51.489995,0.062658
SE186QT,SE18,51.489166,0.065917
SE186QU,SE18,51.48966,0.063838
SE186QW,SE18,51.490812,0.063804
SE186QX,SE18,51.49026,0.064485
SE186QY,SE18,51.487917,0.066281
SE186QZ,SE18,51.490445,0.064205
SE186RA,SE18,51.489321,0.065206
SE186RB,SE18,51.494244,0.072617
SE186RD,SE18,51.492511,0.076572
SE186RE,SE18,51.494993,0.073991
SE186RF,SE18,51.48946,0.069548
SE186RG,SE18,51.488892,0.072202
SE186RH,SE18,51.488511,0.070845
SE186RJ,SE18,51.488166,0.070541
SE186RL,SE18,51.488202,0.071522
SE186RN,SE18,51.488799,0.071348
SE186RP,SE18,51.488535,0.073106
SE186RQ,SE18,51.488885,0.070026
SE186RR,SE18,51.48821,0.072128
SE186RS,SE18,51.493249,0.077065
SE186RT,SE18,51.489317,0.070003
SE186RU,SE18,51.494871,0.073265
SE186RW,SE18,51.488724,0.073058
SE186RX,SE18,51.489903,0.068949
SE186RY,SE18,51.493997,0.074911
SE186RZ,SE18,51.487625,0.066527
SE186SA,SE18,51.486441,0.067885
SE186SB,SE18,51.484462,0.068429
SE186SD,SE18,51.483675,0.069214
SE186SE,SE18,51.493689,0.075056
SE186SF,SE18,51.493453,0.075131
SE186SG,SE18,51.493154,0.075262
SE186SH,SE18,51.492787,0.075188
SE186SJ,SE18,51.48757,0.064032
SE186SL,SE18,51.492919,0.074862
SE186SN,SE18,51.494174,0.074573
SE186SP,SE18,51.494176,0.075957
SE186SQ,SE18,51.487582,0.064911
SE186SR,SE18,51.491472,0.075357
SE186SS,SE18,51.492618,0.073033
SE186ST,SE18,51.495023,0.070331
SE186SU,SE18,51.486413,0.064383
SE186SW,SE18,51.492213,0.074123
SE186SX,SE18,51.491888,0.077221
SE186SY,SE18,51.493598,0.074591
SE186SZ,SE18,51.486942,0.064479
SE186TA,SE18,51.494706,0.072437
SE186TB,SE18,51.494526,0.077528
SE186TD,SE18,51.494459,0.077266
SE186TE,SE18,51.493492,0.073476
SE186TF,SE18,51.493508,0.073045
SE186TG,SE18,51.49467,0.07196
SE186TH,SE18,51.494392,0.071945
SE186TJ,SE18,51.494275,0.071421
SE186TL,SE18,51.494899,0.071752
SE186TN,SE18,51.494075,0.072005
SE186TP,SE18,51.487906,0.067432
SE186TQ,SE18,51.494234,0.07217
SE186TR,SE18,51.48747,0.067658
SE186TS,SE18,51.488525,0.067041
SE186TT,SE18,51.4863,0.067216
SE186TU,SE18,51.484791,0.067133
SE186TW,SE18,51.488076,0.067483
SE186TX,SE18,51.483188,0.065762
SE186TY,SE18,51.483501,0.067348
SE186TZ,SE18,51.48363,0.068175
SE186UA,SE18,51.484682,0.067661
SE186UB,SE18,51.483413,0.06877
SE186UD,SE18,51.484265,0.065309
SE186UE,SE18,51.489548,0.067147
SE186UF,SE18,51.483061,0.066837
SE186UG,SE18,51.485556,0.066592
SE186UH,SE18,51.485856,0.064862
SE186UJ,SE18,51.486242,0.065384
SE186UL,SE18,51.486142,0.065999
SE186UN,SE18,51.486491,0.065539
SE186UP,SE18,51.486472,0.066143
SE186UQ,SE18,51.485856,0.064862
SE186UR,SE18,51.486371,0.066268
SE186US,SE18,51.490572,0.084955
SE186UT,SE18,51.486861,0.065484
SE186UU,SE18,51.486859,0.066622
SE186UW,SE18,51.486066,0.06673
SE186UX,SE18,51.487287,0.06582
SE186UY,SE18,51.487249,0.065415
SE186UZ,SE18,51.486001,0.066898
SE186WB,SE18,51.490736,0.084847
SE186WD,SE18,51.490736,0.084847
SE186WE,SE18,51.489548,0.067147
SE186WF,SE18,51.489548,0.067147
SE186WG,SE18,51.487917,0.066281
SE186WH,SE18,51.490736,0.084847
SE186WJ,SE18,51.490736,0.084847
SE186WL,SE18,51.489548,0.067147
SE186WN,SE18,51.490736,0.084847
SE186WP,SE18,51.489548,0.067147
SE186WQ,SE18,51.490736,0.084847
SE186WR,SE18,51.489548,0.067147
SE186WS,SE18,51.489548,0.067147
SE186WT,SE18,51.489548,0.067147
SE186WU,SE18,51.489548,0.067147
SE186WW,SE18,51.489548,0.067147
SE186WX,SE18,51.489548,0.067147
SE186WY,SE18,51.489548,0.067147
SE186WZ,SE18,51.489548,0.067147
SE186XA,SE18,51.489548,0.067147
SE186XB,SE18,51.495076,0.074427
SE186XD,SE18,51.494406,0.073633
SE186XE,SE18,51.489548,0.067147
SE186XF,SE18,51.490736,0.084847
SE186XG,SE18,51.487132,0.067455
SE186XH,SE18,51.483086,0.063354
SE186XJ,SE18,51.48486,0.063694
SE186XL,SE18,51.487018,0.06732
SE186XN,SE18,51.483797,0.063356
SE186XP,SE18,51.486746,0.065433
SE186XQ,SE18,51.489548,0.067147
SE186XR,SE18,51.482807,0.062334
SE186XS,SE18,51.489548,0.067147
SE186XT,SE18,51.488073,0.061534
SE186XU,SE18,51.489548,0.067147
SE186XW,SE18,51.489548,0.067147
SE186XY,SE18,51.488063,0.061563
SE186XZ,SE18,51.489548,0.067147
SE186YA,SE18,51.490736,0.084847
SE186YB,SE18,51.489548,0.067147
SE186YD,SE18,51.490736,0.084847
SE186YE,SE18,51.489548,0.067147
SE186YF,SE18,51.489548,0.067147
SE186YG,SE18,51.489548,0.067147
SE186YH,SE18,51.489548,0.067147
SE186YJ,SE18,51.490045,0.065973
SE186YL,SE18,51.49349,0.072554
SE186YN,SE18,51.49349,0.072554
SE186YP,SE18,51.489548,0.067147
SE186YQ,SE18,51.489548,0.067147
SE186YR,SE18,51.49349,0.072554
SE186YS,SE18,51.49349,0.072554
SE186YT,SE18,51.489548,0.067147
SE186YU,SE18,51.49349,0.072554
SE186YW,SE18,51.489548,0.067147
SE186YX,SE18,51.489548,0.067147
SE186YZ,SE18,51.483705,0.062374
SE186ZA,SE18,51.487625,0.066512
SE186ZB,SE18,51.490736,0.084847
SE186ZD,SE18,51.490736,0.084847
SE186ZE,SE18,51.485479,0.066917
SE186ZF,SE18,51.492161,0.070965
SE186ZG,SE18,51.489548,0.067147
SE186ZH,SE18,51.489548,0.067147
SE186ZJ,SE18,51.487625,0.066512
SE186ZL,SE18,51.489548,0.067147
SE186ZN,SE18,51.489548,0.067147
SE186ZP,SE18,51.487917,0.066281
SE186ZQ,SE18,51.489548,0.067147
SE186ZR,SE18,51.487625,0.066512
SE186ZS,SE18,51.483705,0.062374
SE186ZT,SE18,51.487917,0.066281
SE186ZU,SE18,51.487917,0.066281
SE186ZW,SE18,51.487917,0.066281
SE186ZX,SE18,51.490736,0.084847
SE187AA,SE18,51.487957,0.073197
SE187AB,SE18,51.489548,0.067147
SE187AD,SE18,51.489198,0.083855
SE187AE,SE18,51.489158,0.083579
